Match#,tweet_id,text,Tweet date,y_is_prediction,term_used_to_identify_prediction
24,1454079877561290000,"Afghanistan have won the toss in Dubai and elected to bat first 🏏

#T20WorldCup | #PAKvAFG | https://t.co/1VM4iAyNq4 https://t.co/8G3tpS6oOU",2021-10-29 13:37:12+00:00,0,
24,1454082487764790000,"Afghanistan have won the toss in Dubai and elected to bat first.
both teams are unchanged from there previous match.
#T20WorldCup | #PAKvAFG https://t.co/YTG0rL1R9J",2021-10-29 13:47:35+00:00,0,
25,1454300485624760000,"The Proteas lead the Head to Head count in T20 World Cups. Can Sri Lanka turn the tables with a win today? 🤔 #T20WorldCup #SLvSA #RiceUp #ApeKollo

For More Content on T20 World Cup 👉 https://t.co/t1irN3lf7h https://t.co/dESNcmxboh",2021-10-30 04:13:50+00:00,0,
25,1454323688795480000,"South Africa can beat dark horses Sri Lanka after West Indies triumph, says Morkel

https://t.co/yVidM6l0rK

#T20WorldCup #HomeofT20 #SAvSL #Cricket",2021-10-30 05:46:02+00:00,1,beat
25,1454341881853210000,"A Must-win Game for both the sides to continue to the Race to Semi Finals.
#SouthAfrica take on #SriLanka in Sharjah at 03:00 P.M.
Who do you think can win today's game❓🧐

#SAvSL | #T20WorldCup | #LiveTheGame https://t.co/rkWCEtPcAL",2021-10-30 06:58:19+00:00,0,
25,1454343182343220000,"South Africa are comprehensively ahead of Sri Lanka when it comes to the head to head records 🇿🇦🇱🇰🏏

Who will win their second game of the tournament today? 🤔
#cricket #matchday #tournament #t20worldcup #sportzcraazy #followus #headtohead #champions #SAvSL https://t.co/9IfQCncN3d",2021-10-30 07:03:29+00:00,0,
25,1454380369113850000,"Prediction Time:-

Match No. 25

SA vs SL

Winner:- SL

Prediction Result:- 16/24

#SouthAfrica #Srilanka #SAvSL #SLvSA #T20WorldCup #T20WorldCup21 https://t.co/PUDPPNDaGr",2021-10-30 09:31:15+00:00,1,prediction
25,1454380961282480000,"South Africa have won the toss and elect to bowl first.

#T20WorldCup #SAvSL",2021-10-30 09:33:36+00:00,0,
25,1454381048574390000,"MATCH 25: #SouthAfrica win the toss and elect to bowl first against #SriLanka

#SAvSL #T20WorldCup https://t.co/MzS4sC9w9B",2021-10-30 09:33:57+00:00,0,
42,1457709427902100000,"""Ravi Shastri ends his time coaching """"one of the greatest teams in the history of the game""""

#INDvNAM | #T20WorldCup https://t.co/xcZiPCVNkd""",2021-11-08 13:59:45+00:00,0,
42,1457709405995250000,"""#India take the knee, #Namibia stand with fists raised, and Stephan Baard and Michael van Lingen take their places at striker's and non-striker's end respectively.

Mohammed Shami will bowl the first over - PLAY BALL!

#INDvNAM🏏🇮🇳🇳🇦
#T20WorldCup
#GCFromHome""",2021-11-08 13:59:39+00:00,0,
42,1457708909448280000,"Tonight is the final night that marks the end of T20 captaincy for @imVkohli.

#India is truly blessed to have such a dynamic captain. 

Wishing him all the best for the future endeavours.

Vande Mataram
#IndvsNam #IndianCricketTeam #BCCI #INDvNAM #T20WorldCup #t20worldcup2022",2021-11-08 13:57:41+00:00,0,
42,1457708901567230000,"Ladies and Gentlemen, The High Voltage game of this #t20WorldCup is #INDvNAM
The eyes of the whole world are on these two teams. Will Kohli XI be able to win against Namibia for the first time?😉😉
#TeamIndia",2021-11-08 13:57:39+00:00,0,
42,1457704490736490000,"It's been an honour to captain India and I've done my best. The shortest format has to give way for the longest format. It's time for the next lot to take the team forward. Rohit has been looking on anyway, and Indian cricket is in good hands: Kohli

#INDvNAM #T20WorldCup",2021-11-08 13:40:08+00:00,0,
42,1457703151616890000,"Toss news from Dubai 🪙 

India have won the toss and will field first.

#T20WorldCup | #INDvNAM | https://t.co/58OdXy36FP https://t.co/LHgoobYU48",2021-11-08 13:40:08+00:00,0,won the toss
42,1456846645056860000,"""Scenario to qualify for Semi Final isn't that complicated now..

Afghanistan beat New Zealand by &lt;50runs, and India win by &gt;37runs/chase in 15.5 overs.

Afghanistan beat NZ by &lt;25runs, and India win by &gt;14 runs/chase in 18 overs.

#T20WorldCup #IndvPakFinal 
#AfgvsNZ #INDvNAM""",2021-11-06 04:51:21+00:00,1,win by
42,1456666593140690000,"Afg will beat NZ with small margin...

Ind will beat Nambi with big run margin ...

 👀👀👀👀👀
#T20WorldCup #INDvNAM #AfgvsNZ #waytosemefinal",2021-11-05 16:55:54+00:00,1,run margin with small margin 
42,1455934267481990000,"#TeamIndia is always good at performing after elimination. 
In 2007 world cup, India after getting eliminated from tournament scored 413/5 in 50ovs against Bermuda.
Now we can do that for 3 matches.

#PostEliminationPerfomance #T20WorldCup #INDvAFG #INDvSCOT #INDvNAM #India",2021-11-03 16:25:53+00:00,1,
42,1455367514427250000,Who will win the next match! INDvNAM #T20WorldCup #IndiaVsNewZealand #HarMaidanFateh,2021-11-02 02:53:49+00:00,0,who will win
42,1457705227658920000,"""India Won The Toss and Elected to Bowl First Against Namibia 🏏

Playing XI's Of Both Sides 👇

#Cricket #T20WorldCup #INDvNAM #NAMvIND #T20WorldCup2021 #SportsTrendsCan https://t.co/lzQZ4awIRu""",2021-11-08 13:43:03+00:00,0,elected to bowl
42,1457612589425310000,"""Poll: Should #TeamIndia include #IshanKishan in the Playing XI against #Namibia today? 
#T20WorldCup #t20worldcup2021 #cricket #poll #INDvsNAM #INDvNAM #NAMvIND #NAMvsIND""",2021-11-08 07:34:57+00:00,0,?
42,1457651600298700000,"""It's the last and an inconsequential game of Super 12
#T20WorldCup #T20WorldCup21 #ICCT20WC #IndianCricketTeam #IndvsNam #Namibia #INDvNAM #NAMvsIND #NAMvIND #ViratKohli https://t.co/keBcLAOBhU""",2021-11-08 10:09:58+00:00,0,
42,1455537786967230000,Is Rohit brave enough to Face Trumpelmann or will he run away again? #INDvNAM  #T20WorldCup,2021-11-02 14:10:25+00:00,0,
41,1457346588553190000,"""TheRealPCB: Pakistan win toss, elect to bat first.

#PAKvSCO | #T20WorldCup | #WeHaveWeWill https://t.co/ZRxjkeMEBJ #LetTheGamesBegin #PSL2016 #PSL #HBLPSL""",2021-11-07 13:57:57+00:00,0,win toss
41,1457346580818890000,"""Pakistan is the only team who has won all the matches in this #T20WorldCup, will Pakistan continue their winning streak?

#PAKvSCO | #Cricket | #Pakistan | #T20WorldCup | #WeHaveWeWill | #BabarAzam https://t.co/qLPITJdK2p""",2021-11-07 13:57:55+00:00,0,?
41,1457346395338250000,"Yes #Pakistan dominant side in this #T20worldcup ,,, 
But my favorite team is @CricketScotland ♥️ 

#Scotland end the tournament with win and gives any surprise to #PAK ,,,🤞 may be 

#PAKvSCO",2021-11-07 13:57:11+00:00,1,with win
41,1457345671707620000,"""Scotland the Brave - They will want to go out fighting with some pride. Can they spring a huge surprise here?

FOLLOW LIVE:
👉https://t.co/X4wBqPdZN4👈

#T20WorldCup21 | #T20WorldCup | #PAKvSCO | #SCOvPAK https://t.co/9DBJ0JOEz3""",2021-11-07 13:54:18+00:00,0,?
41,1457344115155280000,"""Pakistan won the toss and batting first against 🏴󠁧󠁢󠁳󠁣󠁴󠁿 
•who will win?
#Cricket | #CricketRoom
#PAKvSCO |  #Pakistan  #T20WorldCup | #BabarAzam | https://t.co/bpu56rZlnB""",2021-11-07 13:48:07+00:00,0,"will win , won the toss, batting first"
41,1457343729510010000,"#T20WorldCup #Match_41
#Pakistan v #Scotland  

#Pakistan won the toss and choose to bat first ✅🇵🇰🏏

All the best #Pakistan #WeHaveWeWill we will win fifth match consecutive Insha Allah ✌️

#AfgvsNZ #NZvsAfg #INDvNAM #PAKvSCO #NZvAFG #Pakistan",2021-11-07 13:46:35+00:00,1,we will win
41,1457343593580950000,"""Pakistan have won the toss and elected to bat in Sharjah 🏏 

#T20WorldCup | #PAKvSCO https://t.co/INob5nFHk5""",2021-11-07 13:46:03+00:00,0,won the toss
41,1457342828330240000,"""Pakistan won the toss and batting first against Scotland, who will win?

PC: PCB

#PAKvSCO | #Cricket | #Pakistan | #T20WorldCup | #WeHaveWeWill | #BabarAzam https://t.co/YmK9RGQ3Vp""",2021-11-07 13:43:01+00:00,0,"wont the toss, ?"
41,1457342048864920000,"""""""We're going to bat first. We want to put runs on the board and put pressure on them. To be honest, we are only looking to carry on the momentum. We are playing the same team. The people are supporting us and we are happy with our performance"""" - Babar Azam

#PAKvSCO #T20WorldCup""",2021-11-07 13:39:55+00:00,0,quotes
41,1457341972532920000,"Pakistan will Bat First! 
Pakistan is Going with Same Squad! 
#PAKvSCO 
#T20WorldCup",2021-11-07 13:39:37+00:00,0,bat first
41,1457339619406710000,"""Pakistan takes on Scotland! Head-to-head Pakistan comes out to be stronger but Scotland might surprise the fans tonight! PAKvSCO

@T20WorldCup @babarazam258 @TheRealPCB @CricketScotland @llct20 

#T20WorldCup, #ICCT20WorldCup2021, #PakvScotland, #PAKvSCO, #Cricket #LLCT20 https://t.co/pQe4T8LRjZ""",2021-11-07 13:30:15+00:00,1,suprise
41,1457336958833720000,"""Can Pakistan top the group with a win? Or can Scotland cause an upset? 

Join the build-up ⤵️

#PAKvSCO | #T20WorldCup""",2021-11-07 13:19:41+00:00,0,"Can, ? "
41,1457293182975330000,"Pakistan ready to clean swip in world cup🇵🇰😍 In Shah Allah we win today😊😊
#PAKvSCO
#PakistanZindabad 
#ICCT20WorldCup2021 
#T20WorldCup https://t.co/lXBD8ovZPA",2021-11-07 10:25:44+00:00,1,we win
41,1457279155846920000,"""#T20WorldCup #PAKvSCO 

After hammering by India, Scotland captain says, ‘we will give better display vs Pakistan’;

Check Out ⤵️ https://t.co/2OrmwqrVBN""",2021-11-07 09:30:00+00:00,0,says
41,1457272466120880000,"""Supporting New Zealand in #NZvAFG 
&amp; Pakistan in #PAKvSCO match today.
""""Fixers will lose today against NZ, IA.""""
#T20WorldCup""",2021-11-07 09:03:25+00:00,1,supporting
41,1457260232242040000,"""Pakistan will take on Scotland today at 7pm at Sharjah Cricket Stadium 

Who will win today's game? 

#TrendingPakistan #PAKvSCO #T20WorldCup #Cricket https://t.co/0RdJ4M2d6M""",2021-11-07 08:14:48+00:00,0,who will win
41,1457248513297820000,"#T20WorldCup remaining match prediction

#NZvAFG #AFG win
#PAKvSCO #PAK win
#INDvNMB #IND win

#SemiFinals

#PAKvAUS #AUS win
#ENGvIND #IND win

#FINAL

#AUSvIND #IND win

@MichaelVaughan
@mufaddal_vohra @CricCrazyJohns @meme_ki_diwani @vikrantgupta73 
@cricketaakash",2021-11-07 07:28:14+00:00,1,"prediction, win used several times"
41,1457233182483490000,"A most monumental day in the tournament, and I'm making a big claim that India is getting knocked out today.
Afghanistan vs New Zealand: 🇳🇿
Pakistan vs Scotland: 🇵🇰
Not your tournament, India (like any of the last 6)
#T20WorldCup #AFGvNZ #PAKvSCO",2021-11-07 06:27:19+00:00,1,"making, claim"
41,1457219974502620000,"""#T20WorldCup #SemiFinalist

0️⃣1️⃣ #Pakistan ✅
0️⃣2️⃣ #England ✅
0️⃣3️⃣ #Australia ✅
0️⃣4️⃣ ________ ❓

Who will qualify for 4th #SemiFinalist?

💠 #India
💠 #NewZealand
💠 #Afghanistan 

#AfgvsNZ #NZvsAfg #INDvNAM #PAKvSCO #NZvAFG""",2021-11-07 05:34:50+00:00,0,who will qualify
41,1457029870643550000,"Pakistan should prepare themselves for #Australia it will be #Aus vs #Pak in the Semifinals 
Good Luck #TeamPakistan 
#T20WorldCup #PAKvSCO #Scotland #PAKvsSCO #NZvsAfg #NZvAFG",2021-11-06 16:59:26+00:00,1,it will be
41,1457005000387930000,"""#Pakistan will play their last game of super 12 against #Scotland tomorrow!

Should Pakistan play a changed playing XI and give rest to few players OR not?

#PAKvSCO #T20WorldCup
#TheBaghStallions https://t.co/wyI81Ilbq9""",2021-11-06 15:20:36+00:00,0,?
41,1457284116488060000,"Who do you think is going to win today?
#NZvAFG #T20WorldCup",2021-11-07 09:49:43+00:00,0,who do you
40,1457283942072020000,"""Afghanistan chooses to bat first 🤨

#AfgvsNZ #T20WorldCup #NZvAFG""",2021-11-07 09:49:01+00:00,0,bat first
40,1457283684172640000,"Said Fact Only
Who Will Win Thatday ??
#NZvAFG
#T20WorldCup
#BCCI #India #Afghanistan #NewZealand #Master #Beast",2021-11-07 09:47:59+00:00,0,who will win
40,1457283472939040000,Who's gonna win today? ,2021-11-07 09:47:09+00:00,0,"who's gonna win, ?"
40,1457282796234240000,"""Afghanistan have won the toss and elected to bat. 

#T20WorldCup #NZvAFG #NewZealand #Toss #TeamNewZealand #Afghanistan #TeamAfghanistan https://t.co/zxfB0Ok0Wh""",2021-11-07 09:44:28+00:00,0,won the toss
40,1457282674180170000,"InshaAllah new Zealand will win
#T20WorldCup #NZvAFG #blackcaps",2021-11-07 09:43:59+00:00,1,will win
40,1457282553501690000,"""Afghanistan have decided to bat first against New Zealand. 

Mujeeb Ur Rahman returns for Afghanistan, while the Kiwis are unchanged. 

#NZvAFG #T20WorldCup https://t.co/DXKOwcfcVj""",2021-11-07 09:43:30+00:00,0,bat first
40,1457282414787510000,"Afghanistan will score 174 
#NZvAFG #AfgvsNZ #T20WorldCup",2021-11-07 09:42:57+00:00,1,will score
40,1457282355828170000,"""""""INSIDE ME THERE IS A DIFFERENT MAN """"

Match day
Lets rock

#T20WorldCup #afg #NZvAFG https://t.co/BkzVUyxy2w""",2021-11-07 09:42:43+00:00,0,""""""
40,1457282253558450000,"""Who will win the match today?
#NZvAFG #NZvsAfg #T20WorldCup #t20worldcup2021 #T20WorldCup21""",2021-11-07 09:42:18+00:00,0,who will win
40,1457282125485510000,"Mujeeb Ur Rahman is back in the XI for #Afghanistan, while #NewZealand are unchanged

Predictions? #NZvAFG  

#T20WorldCup #AFGvNZ 
#Muhammad_Yousaf #AFG https://t.co/fzovVYVdCI",2021-11-07 09:41:48+00:00,0,?
40,1457281653194120000,"""""""We will do our best and try to win the match.""""
- AFG skipper @MohammadNabi007 

Hope so.... 🤞🏻

#support #Afghanistan #NZvAFG #T20WorldCup""",2021-11-07 09:39:55+00:00,0,quotes
40,1457281577013020000,"How are you feeling India fans?

#NZvAFG #AFGvsNZ #T20WorldCup",2021-11-07 09:39:37+00:00,0,?
40,1457281539717280000,"Seems like they heard you.
#Afghanistan opted to bat first.
#NZvAFG 
#T20WorldCup https://t.co/66Iif5XYJO",2021-11-07 09:39:28+00:00,0,bat first
40,1457276603155840000,"""🇦🇫Afghanistan 

Easy win today 

Mujeeb 3 wickets 
Rashid 3 wickets 

And Indian play semifinal 💖🤗👌

New Zealand go home 😜😂

#T20WorldCup 
#NZvAFG 
#AFGvNZ 
#Afghanistan 
#NZ https://t.co/bYj9M1r3B7""",2021-11-07 09:19:51+00:00,1,easy win
40,1457274274968920000,"""NEWS ALERT: Mujeeb Ur Rahman is part of the pre-match training session. He is most likely to play today's game vs NZ. 

#AFGvNZ #AfgvsNZ 
#NZvAFG #NZvsAfg #NZ
#AFG  #Cricket
#T20WorldCup #T20WorldCup21 #t20worldcup2021 #ICCT20WorldCup2021 #ICCT20WorldCup""",2021-11-07 09:10:36+00:00,0,news
40,1457272830685490000,News from Abu Dhabi: Mujeeb is looking fit and doing pre-match drills and he will most probably be playing the big game today vs New Zealand. #NZvAFG #T20WorldCup,2021-11-07 09:04:52+00:00,0,news
40,1457272270242470000,"Today, the whole of #India will be cheering for #Afghanistan. It is tough for them to beat #NewZealand but not impossible.

Win Prediction:

New Zealand 🇳🇿 - 80%
Afghanistan 🇦🇫 - 20%

#NZvAFG #T20WorldCup",2021-11-07 09:02:38+00:00,1,prediction 
40,1457271948434600000,"""#T20WorldCup #NZvAFG | LIVE COVERAGE

30 minutes to the toss. Which captain will the coin favour?

Follow all the action from #NZvsAFG on the live blog:

https://t.co/yLIkTBYwN6""",2021-11-07 09:01:21+00:00,0,?
40,1457256392918700000,"#NZvAFG 
NZ is too bigger a side to lose from Afg. 
No matter how much we are optimistic, it’s going be NZ in SF’s .
So 2 Semi Finals - NZL Vs Eng &amp; Aus Vs Pak. 
And I don’t see Pakistan winning the cup. #SemiFinals #WorldCupT20 #ICCT20WorldCup2021 #T20WorldCup",2021-11-07 07:59:33+00:00,1,going be/going to be
40,1456664866647900000,"All eyes on NZ v AFG. If Afghanistan win, India will qualify (due to their NRR which might shoot even more in their next game) and if New Zealand win, they will qualify. A big stretch in the t20 World Cup 2021.
#INDvAFG #NZvAFG #t20worldcup2021 #T20WorldCup",2021-11-05 16:49:02+00:00,0,If
40,1457285426406840000,"""We always love batting first, and try to defend that. Against India we had the dew factor in mind so we wanted to take advantage of that. Today, it is a day game today, so we'll try to bat first and defend that,"" said Rashid Khan #T20WorldCup #AFGvNZ",2021-11-07 09:54:55+00:00,0,quotes
40,1457284360516820000,"Let's go #Afghanistan . It's clobbering time!

#AFGvNZ #NZvAFG #T20WorldCup",2021-11-07 09:50:41+00:00,1,clobbering
40,1457282125485510000,"""Mujeeb Ur Rahman is back in the XI for #Afghanistan, while #NewZealand are unchanged

Predictions? #NZvAFG  

#T20WorldCup #AFGvNZ 
#Muhammad_Yousaf #AFG https://t.co/fzovVYVdCI""",2021-11-07 09:41:48+00:00,0,?
40,1457281998171640000,"Mohammad Nabi has won the toss. Afghanistan will bat first. Mujeeb is back in the playing XI, of-course 😂 #NZvAFG #NZvsAfg #T20WorldCup #AFGvNZ #AfgvsNZ",2021-11-07 09:41:18+00:00,0,won the toss
40,1457277037773730000,"MY Oppinion Today match is winning by Afghanistan Some HGood Helped For India in the semifinal
#T20WorldCup #AFGvNZ",2021-11-07 09:41:18+00:00,0,opinion
40,1457221890481680000,"Will #AFG help #TeamIndia to qualify for #T20WorldCup Semi Final ?

Watch my preview of #AFGvNZ 🔗 https://t.co/ABX7nGKuLv

#DafaNewsIndia #CricItWithBadri https://t.co/jBocapKTBU",2021-11-07 05:42:27+00:00,0,?
39,1456982365302040000,"""#England won the toss and elected to ball first...

#ENGvSA 
#T20WorldCup 
#T20WC""",12/7/21 18:37,0,won the toss
39,1456981474981200000,"""Mark Wood replaces the injured Tymal Mills as #England opt to bat first against #SouthAfrica. #ENGvSA #T20WorldCup 

https://t.co/DycK3UmbLy""",2021-11-06 13:47:07+00:00,0,bat first
39,1456978776777120000,"""#T20WorldCup

Proteas starting line up against England. 

England won the toss and opted to field first.

#LimSportsZone #ENGvSA https://t.co/GdkcanzbDC""",2021-11-06 13:36:24+00:00,0,won the toss
39,1456978645390550000,"Who is the anchor during the toss of England and south africa. He is so boring to ask things n no excitement. @ICC
@T20WorldCup
#ENGvSA #t20worldcup",2021-11-06 13:35:53+00:00,0,question word
39,1456976727905800000,"""Who will win tonight's crucial #T20WorldCup match between #SouthAfrica and #England?

#T20WorldCup21 #ENGvSA #SAvsENG #Cricket #CricketTwitter""",2021-11-06 13:28:15+00:00,0,question word
39,1456969879584740000,Not even going to put myself through the torture of watching #ENGvSA when I know we're already out. No fucken way! 😑😑 #T20WorldCup https://t.co/CuVtJEMdvz,,1,we
39,1456964582543610000,"""#T20WorldCup 2021 | #ENGvSA, prediction: Who will win today's match between England vs South Africa?

https://t.co/HtC0uv3Yjf""",2021-11-06 12:40:00+00:00,0,who will win
39,1456925852659170000,"South Africa or England

Who will win tonight?

#ENGvSA #T20WorldCup https://t.co/0cqfNq0DiV",2021-11-06 10:06:06+00:00,0,who will win
39,1456892430402320000,"""A big day with two semi-finalists to be decided. Any predictions?

Create your team now for today's games on @PaytmFirstGames!
Click here 👉 https://t.co/U0rdbmUKfy

#AUSvWI #AUS #WI #ENGvSA #ENG #SAF #T20WorldCup #PaytmFirstGames https://t.co/88LnXrUJ4I""",2021-11-06 07:53:17+00:00,0,?
39,1456887162608220000,"""Who won the #ENGvSA match ??
#T20WorldCup #T20WorldCup21 #t20worldcup2021 #Dream11 #dream11Prediction #Cricket #ENGLAND #SouthAfrica""",2021-11-06 07:32:21+00:00,0,?
39,1456851875337140000,"Winner of the 2nd game today?

#ENGvSA #T20WorldCup",2021-11-06 05:12:08+00:00,0,?
39,1456832926960600000,"""#Australia win against #WestIndies 

#England win against #SouthAfrica 

#T20WorldCup #AUSvWI #ENGvSA https://t.co/cpwl5CZ5h3""",2021-11-06 03:56:51+00:00,1,win against
39,1456580394476870000,"""Former pacer Morne Morkel feels #SouthAfrica can bowl themselves into the #T20WorldCup semifinals #ENGvSA 

https://t.co/DtyWAqcPQi""",2021-11-05 11:13:22+00:00,0,can
39,1456200009896970000,"Let me get this straight!

We'e playing the 2 teams that recently beat us in T20I bilateral in conditions closer to UAE than Australia?

Even *IF* we beat them, will still have to rely on #ENGvSA game for semifinal spot.

I don't like the odds here; but more sleep!🤷🏾‍♂️ #T20WorldCup",2021-11-04 10:01:51+00:00,0,we/us
39,1456983778644080000,A win by 61 runs💪 Kockie needs to perform today #SouthAfrica #England #T20WorldCup #SAvENG,2021-11-06 13:56:16+00:00,1,win by
39,1456981442408420000,"""England Won The Toss and Elected to Bowl First Against South Africa 🏏

Playing XI's Of Both Sides 👇

#Cricket #T20WorldCup #ENGvSA #SAvENG #T20WorldCup2021 #SportsTrendsCan https://t.co/NiNnpgc70Z""",2021-11-06 13:46:59+00:00,0,won the toss
38,1456848235838980000,"#T20WorldCup #WeHaveWeWill

Who will qualify for semi Final?
#Australia or #SouthAfrica

#ENGvSA #AUSvWI
#SAvENG #WIvAUS",2021-11-06 04:57:41+00:00,0,"who will win, ? "
38,1456924227198720000,"""Big match. Who will qualify for semis???

#Australia opt to bowl v #WestIndies

#AUSvWI #T20WorldCup #T20WorldCup21 https://t.co/lTwLwl5Kp2""",2021-11-06 09:59:38+00:00,0,who will
38,1456910956647170000,"Can the Aussies book a place in the #T20WorldCup Semis with a win over the struggling Windies?

Alarm clock6pm #AUSvWI 

#Australia $1.33
#WestIndies $3.35

MARKET 👉 https://t.co/spaSPgUC3D",2021-11-06 09:06:54+00:00,0,?
38,1456894802574800000,"#Australia take on #WestIndies in the #T20WorldCup tonight. 

With semi-finals in sight, can they register a big win or will the Windies cause an upset? 🤔

#BetWithBrett #AUSvWI https://t.co/6IUFRPhW8F",2021-11-06 08:02:43+00:00,0,?
38,1456884981607760000,"Prediction #AUSvWI
💥Warning from WARNER to WI team..Be aware WI team🔥🔥
💥And from WI Gayle storm after a long time🌪️🌪️
Let's see🤞
#T20WorldCup #T20WorldCup21 #AUSvWI 
@T20WorldCup",2021-11-06 07:23:41+00:00,1,prediction
38,1456879032998440000,"Who Will Win Match 38 Today?

1 | Australia 👍
2 | West Indies ❤️

#Cricket #T20WorldCup #AUSvWI #WIvAUS #T20WorldCup2021 https://t.co/lMruh6AH8b",2021-11-06 07:00:03+00:00,0,"who will win,?"
38,1456741002258090000,"#AUSvWI: It seems that #WestIndies is going to beat #Australia today.

#T20WorldCup",2021-11-05 21:51:34+00:00,1,is going to
38,1451943560870120000,"This T20 World Cup, It's toss win. Elect to bowl first. Bowl out team less than 120!! Win a match by a bearest of margins or comfortably 😂😂😂 

UAE pitches aren't competitive enough for both the teams sadly. #T20WorldCup #AUSvWI #WIvAUS",2021-10-23 16:08:15+00:00,0,bowl first
38,1456922397911690000,"""Australia Won The Toss and Elected to Bowl First Against West Indies 🏏

Playing XI's Of Both Sides 👇

#Cricket #T20WorldCup #AUSvWI #WIvAUS  #T20WorldCup2021 #SportsTrendsCan https://t.co/CaZpf1SG41""",2021-11-06 09:52:22+00:00,1,bowl first
38,1456848235838980000,"#T20WorldCup #WeHaveWeWill

Who will qualify for semi Final?
#Australia or #SouthAfrica

#ENGvSA #AUSvWI
#SAvENG #WIvAUS",2021-11-06 04:57:41+00:00,0,who will
37,1456621028466030000,"""India have won the toss and elected to field in Dubai 🏏

 Kya baat hai birthday boy .. Aaj toh toss bhi jeet gaye 😉

#T20WorldCup | #INDvSCO""",2021-11-05 13:54:50+00:00,0,won the toss
37,1456620106860030000,"Hello @TInpanathan which team you support today..? 😅👇

#INDvSCO 
#T20WorldCup https://t.co/okpkzn8SyY",2021-11-05 13:51:10+00:00,0,?
37,1456618551196930000,"Virat Kohli finally wins the toss on his birthday and chooses to bowl first against unchanged Scotland 🪙🎂

Varun Chakravarthy comes back in replacing Shardul Thakur 📰

Live Scorecard ➡️ https://t.co/2IxEHZ0jVf

#T20WorldCup #INDvSCO",2021-11-05 13:44:59+00:00,0,the toss
37,1456618422809210000,"India opt to bowl
#T20WorldCup #INDvSCO https://t.co/OirHo9Wvez",2021-11-05 13:44:29+00:00,0,opt to bowl
37,1456616348793060000,"IND v SCO,
37th Match,
Super 12 Group 2
India opt to bowl
#INDvSCO 
#T20WorldCup",2021-11-05 13:36:14+00:00,0,opt to bowl
37,1456615506430070000,"Will India qualify for the semi-finals?

#INDvSCO #T20WorldCup",2021-11-05 13:32:53+00:00,0,?
37,1456608004967600000,"#INDvSCO | India take on Scotland with their backs against the wall and have to win by a big margin yet again to keep their hopes of making the semi-finals alive at the 2021 #T20WorldCup. 

Follow for updates: https://t.co/48rPvFTC5r",2021-11-05 13:03:05+00:00,0,have to
37,1456605462564990000,"Can you guess this Indian player? 🤔

#T20WorldCup #India #Scotland #INDvSCO https://t.co/FnwaPuft4S",2021-11-05 12:52:59+00:00,0,?
37,1456592289627720000,"#INDvSCO

Who will dominate whom tonight?🤔

#TeamIndia #India #IND #TeamScotland #Scotland #SCO #T20WorldCup https://t.co/BEH77cuamJ",2021-11-05 12:00:38+00:00,0,?
37,1456508112962130000,"What do you reckon. IND Will take up the 2nd place?

#INDvSCO #T20WorldCup #India",2021-11-05 06:26:09+00:00,0,?
37,1456486447507290000,"#Scotland will have to take their cricket to a new level 📈

#India need a BIG win to keep their #T20WorldCup finals hopes alive.

#INDvSCO preview 👇

https://t.co/j156wPds3i",2021-11-05 05:00:03+00:00,0,will have
37,1456472281169870000,"The match against India could be one of the biggest, if not the biggest game in the history of Scotland given how popular the game is in India and how impactful a lot of those players are on the world game.- Coetzer said to News9",2021-11-05 04:03:46+00:00,0,quotes
28,1456176892919220000,"""#WestIndies go in hoping for a big win that will bolster their semi-final chances while #SriLanka will be hoping for continued growth of their young core 🏏

@DineshKarthik &amp; @joybhattacharj preview Match 35 on #CricbuzzLive

#WIvSL #T20WorldCup #CricketTwitter https://t.co/eh2ODFxaUz""",,0,hoping
28,1454810093237800000,"""#NewZealand has won the #toss and elected to bowl first.
#INDvNZ | #T20WorldCup https://t.co/i4f76ZCo1a""",2021-10-31 13:58:49+00:00,0,the toss
28,1454809430009290000,"#NewZealand has won the toss and elected to field 🏏 

#T20WorldCup   #INDvNZ",2021-10-31 13:56:11+00:00,0,the toss
28,1454808845461720000,"""India and New Zealand--- a must-win game. #NZvIND #INDvNZ  #T20WorldCup
#T20WorldCup2021 #Cricket""",2021-10-31 13:53:52+00:00,0,must win
28,1454808365205380000,"So we have -

1. ICC (virtual) knockout game against NZ.
2. Lost the toss.
3. Will be batting in swinging conditions.
4. Richard kettleborough umpiring.

I hope Vaughan and gambhir haven't predicted India win.

 #INDvNZ
#T20WorldCup 
#INDvsNZ",2021-10-31 13:51:57+00:00,1,predicted
36,1456559867045370000,"Just 10 minutes to go until the first ball is bowled, who wins today's first match?
LIVE COMMS:

👉https://t.co/uv1AOvfBEY👈
#T20WorldCup   #NZvNAM #NAMvNZ",2021-11-05 09:51:48+00:00,0,who wins
